productId,group,name,ext_num,cleanName,searchTerm,url,subTypeName,lowPrice,midPrice,marketPrice
642572,Black Bolt,Solosis - 118/086,118/086,Solosis 118 086,"Solosis  ""118/086"" Black Bolt holo",https://www.tcgplayer.com/product/642572/pokemon-sv-black-bolt-solosis-118-086,Holofoil,21.75,28.81,24.37
642582,Black Bolt,Conkeldurr - 127/086,127/086,Conkeldurr 127 086,"Conkeldurr  ""127/086"" Black Bolt holo",https://www.tcgplayer.com/product/642582/pokemon-sv-black-bolt-conkeldurr-127-086,Holofoil,18,21.96,20.02
642584,Black Bolt,Dwebble - 129/086,129/086,Dwebble 129 086,"Dwebble  ""129/086"" Black Bolt holo",https://www.tcgplayer.com/product/642584/pokemon-sv-black-bolt-dwebble-129-086,Holofoil,21.22,26.78,23.76
642586,Black Bolt,Landorus - 131/086,131/086,Landorus 131 086,"Landorus  ""131/086"" Black Bolt holo",https://www.tcgplayer.com/product/642586/pokemon-sv-black-bolt-landorus-131-086,Holofoil,18.49,22,19.58
642592,Black Bolt,Krookodile - 137/086,137/086,Krookodile 137 086,"Krookodile  ""137/086"" Black Bolt holo",https://www.tcgplayer.com/product/642592/pokemon-sv-black-bolt-krookodile-137-086,Holofoil,30,40,35.47
642598,Black Bolt,Cobalion - 144/086,144/086,Cobalion 144 086,"Cobalion  ""144/086"" Black Bolt holo",https://www.tcgplayer.com/product/642598/pokemon-sv-black-bolt-cobalion-144-086,Holofoil,18,21.53,19.56
642601,Black Bolt,Haxorus - 147/086,147/086,Haxorus 147 086,"Haxorus  ""147/086"" Black Bolt holo",https://www.tcgplayer.com/product/642601/pokemon-sv-black-bolt-haxorus-147-086,Holofoil,43.49,59,50.89
642616,Black Bolt,Serperior ex - 164/086,164/086,Serperior ex 164 086,"Serperior ex  ""164/086"" Black Bolt holo",https://www.tcgplayer.com/product/642616/pokemon-sv-black-bolt-serperior-ex-164-086,Holofoil,39.87,46.22,38.81
642617,Black Bolt,Kyurem ex - 165/086,165/086,Kyurem ex 165 086,"Kyurem ex  ""165/086"" Black Bolt holo",https://www.tcgplayer.com/product/642617/pokemon-sv-black-bolt-kyurem-ex-165-086,Holofoil,63.97,69.99,65.99
642618,Black Bolt,Zekrom ex - 166/086,166/086,Zekrom ex 166 086,"Zekrom ex  ""166/086"" Black Bolt holo",https://www.tcgplayer.com/product/642618/pokemon-sv-black-bolt-zekrom-ex-166-086,Holofoil,191.49,220,200.22
642619,Black Bolt,Meloetta ex - 167/086,167/086,Meloetta ex 167 086,"Meloetta ex  ""167/086"" Black Bolt holo",https://www.tcgplayer.com/product/642619/pokemon-sv-black-bolt-meloetta-ex-167-086,Holofoil,30,39.9,34.7
642621,Black Bolt,Genesect ex - 169/086,169/086,Genesect ex 169 086,"Genesect ex  ""169/086"" Black Bolt holo",https://www.tcgplayer.com/product/642621/pokemon-sv-black-bolt-genesect-ex-169-086,Holofoil,35,47.18,42.23
